timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1781664997.3397005,0.19153613281249998,0.05027823486328125,9.943119494628906,-0.1220703125,0.06103515625,0.0
1781664997.3429065,0.21308394775390624,0.044292730712890624,9.958681805419921,0.0,-0.244140625,0.3662109375
1781664997.3469064,0.20350714111328125,0.07900865478515624,9.96586441040039,-0.06103515625,-0.6103515625,-0.06103515625
1781664997.3508987,0.18076222534179687,0.033518823242187495,9.952696301269532,-0.18310546875,-0.6103515625,-0.244140625
1781664997.3548987,0.201112939453125,0.040701428222656245,9.931148486328125,-0.30517578125,-0.8544921875,-0.06103515625
1781664997.3588986,0.2442085693359375,0.0430956298828125,9.9215716796875,-0.244140625,-1.220703125,0.0
1781664997.3628986,0.2561795776367187,0.040701428222656245,9.919177478027343,0.0,-1.15966796875,-0.1220703125
1781664997.3668985,0.2980781066894531,0.02633621826171875,9.91558617553711,-0.06103515625,-1.15966796875,-0.244140625
1781664997.3708985,0.3136404174804687,0.0,9.9215716796875,0.0,-1.0986328125,-0.18310546875
1781664997.3748984,0.34237083740234375,0.047884033203124995,9.910797772216796,-0.1220703125,-0.91552734375,-0.06103515625
1781664997.3788984,0.316034619140625,0.040701428222656245,9.87727894897461,0.0,-0.732421875,-0.06103515625
1781664997.3828428,0.3447650390625,0.044292730712890624,9.883264453125,-0.18310546875,-0.30517578125,0.18310546875
1781664997.3868427,0.3220201232910156,0.0,9.89523546142578,0.0,0.06103515625,0.18310546875
1781664997.390841,0.33758243408203126,-0.011971008300781249,9.91558617553711,0.06103515625,0.1220703125,0.244140625
1781664997.394841,0.3232172241210937,0.009576806640625,9.913191973876952,0.06103515625,0.42724609375,0.244140625
1781664997.398841,0.3184288208007812,-0.020350714111328123,9.91438907470703,0.3662109375,0.18310546875,0.42724609375
1781664997.4028409,0.29568390502929687,-0.04189852905273437,9.938331091308592,0.18310546875,0.48828125,0.48828125
1781664997.4068408,0.25737667846679685,-0.023942016601562498,9.956287603759765,0.3662109375,0.732421875,0.42724609375
