# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1781061970.765737056732178,0.00726,0.00009,0.00025,0.00025,0.00018,0.00325,0.01128
1781061970.799067020416260,0.00783,0.00012,0.00045,0.00028,0.00011,0.00297,0.01176
1781061970.832391023635864,0.00735,0.00009,0.00024,0.00027,0.00018,0.00320,0.01132
1781061970.865719079971313,0.00694,0.00009,0.00027,0.00028,0.00007,0.00328,0.01093
1781061970.899049997329712,0.00847,0.00010,0.00043,0.00024,0.00010,0.00330,0.01264
1781061970.932376146316528,0.00901,0.00009,0.00046,0.00010,0.00029,0.00327,0.01321
1781061970.965698957443237,0.00943,0.00008,0.00046,0.00012,0.00034,0.00349,0.01392
1781061970.999027013778687,0.00983,0.00009,0.00037,0.00010,0.00004,0.00324,0.01367
1781061971.032351970672607,0.00684,0.00009,0.00013,0.00009,0.00001,0.00346,0.01063
1781061971.065689086914062,0.00738,0.00009,0.00021,0.00013,0.00034,0.00308,0.01122
1781061971.099012136459351,0.00708,0.00009,0.00018,0.00010,0.00005,0.00375,0.01126
1781061971.132336139678955,0.00654,0.00009,0.00024,0.00010,0.00030,0.00331,0.01058
1781061971.165663003921509,0.00882,0.00008,0.00055,0.00009,0.00011,0.00336,0.01301
1781061971.198991060256958,0.01184,0.00009,0.00035,0.00010,0.00012,0.00322,0.01573
1781061971.232316970825195,0.00782,0.00010,0.00016,0.00010,0.00004,0.00312,0.01133
1781061971.265645027160645,0.00707,0.00010,0.00035,0.00011,0.00018,0.00347,0.01128
1781061971.298973083496094,0.01028,0.00009,0.00042,0.00010,0.00006,0.00314,0.01409
1781061971.332298040390015,0.01728,0.00008,0.00077,0.00022,0.00057,0.00314,0.02207
1781061971.365628957748413,0.01006,0.00009,0.00021,0.00012,0.00022,0.00368,0.01438
1781061971.398952007293701,0.00791,0.00009,0.00014,0.00009,0.00001,0.00325,0.01151
1781061971.432304143905640,0.00804,0.00009,0.00050,0.00011,0.00000,0.00401,0.01275
1781061971.465610980987549,0.00824,0.00009,0.00036,0.00010,0.00013,0.00343,0.01235
1781061971.498933076858521,0.00751,0.00010,0.00031,0.00010,0.00000,0.00337,0.01139
1781061971.532259941101074,0.00758,0.00009,0.00029,0.00010,0.00011,0.00320,0.01136
1781061971.565587997436523,0.00851,0.00009,0.00052,0.00009,0.00006,0.00309,0.01236
1781061971.598914146423340,0.00788,0.00008,0.00030,0.00010,0.00005,0.00386,0.01227
1781061971.632242918014526,0.01091,0.00009,0.00058,0.00008,0.00035,0.00382,0.01583
1781061971.665570974349976,0.01062,0.00008,0.00047,0.00007,0.00097,0.00348,0.01570
1781061971.698898077011108,0.01180,0.00009,0.00024,0.00019,0.00003,0.00385,0.01620
1781061971.732223987579346,0.01008,0.00010,0.00036,0.00011,0.00075,0.00331,0.01470
1781061971.765548944473267,0.00977,0.00008,0.00022,0.00017,0.00078,0.00355,0.01458
1781061971.798877954483032,0.01474,0.00009,0.00052,0.00016,0.00009,0.00353,0.01913
1781061971.832209110260010,0.01208,0.00009,0.00046,0.00017,0.00003,0.00315,0.01599
1781061971.865535974502563,0.01714,0.00007,0.00031,0.00016,0.00015,0.00305,0.02089
1781061971.898858070373535,0.01295,0.00009,0.00030,0.00016,0.00002,0.00359,0.01711
1781061971.932187080383301,0.01180,0.00010,0.00038,0.00015,0.00029,0.00328,0.01600
1781061971.965513944625854,0.01230,0.00008,0.00046,0.00013,0.00007,0.00313,0.01617
1781061971.998840093612671,0.01669,0.00009,0.00037,0.00009,0.00001,0.00332,0.02057
1781061972.032168149948120,0.01267,0.00009,0.00026,0.00009,0.00009,0.00338,0.01658
1781061972.065495967864990,0.01543,0.00008,0.00039,0.00009,0.00000,0.00320,0.01920
1781061972.098822116851807,0.01402,0.00008,0.00049,0.00007,0.00000,0.00311,0.01778
1781061972.132147073745728,0.01711,0.00008,0.00042,0.00008,0.00020,0.00376,0.02165
1781061972.165480136871338,0.01638,0.00008,0.00073,0.00007,0.00004,0.00296,0.02026
1781061972.198802947998047,0.01718,0.00010,0.00061,0.00006,0.00028,0.00303,0.02127
1781061972.232133150100708,0.01694,0.00008,0.00068,0.00007,0.00018,0.00309,0.02106
1781061972.265458106994629,0.00942,0.00008,0.00026,0.00009,0.00050,0.00341,0.01376
1781061972.298787117004395,0.00810,0.00010,0.00030,0.00017,0.00000,0.00339,0.01205
1781061972.332111120223999,0.01714,0.00009,0.00113,0.00010,0.00018,0.00301,0.02166
1781061972.365440130233765,0.01075,0.00008,0.00043,0.00014,0.00003,0.00378,0.01521
1781061972.398767948150635,0.00863,0.00009,0.00016,0.00014,0.00000,0.00324,0.01226
1781061972.432111978530884,0.00917,0.00010,0.00029,0.00015,0.00002,0.00340,0.01312
1781061972.465420007705688,0.00806,0.00009,0.00020,0.00015,0.00000,0.00316,0.01166
1781061972.498744964599609,0.00720,0.00009,0.00028,0.00014,0.00002,0.00339,0.01112
1781061972.532072067260742,0.00823,0.00008,0.00041,0.00013,0.00009,0.00325,0.01219
1781061972.565403938293457,0.01207,0.00008,0.00079,0.00013,0.00008,0.00309,0.01625
1781061972.598737955093384,0.01300,0.00009,0.00032,0.00019,0.00022,0.00307,0.01689
1781061972.632055044174194,0.01437,0.00009,0.00023,0.00015,0.00019,0.00317,0.01820
1781061972.665395021438599,0.01263,0.00009,0.00038,0.00012,0.00000,0.00306,0.01627
1781061972.698710918426514,0.00976,0.00008,0.00016,0.00011,0.00000,0.00347,0.01359
1781061972.732038974761963,0.01120,0.00008,0.00043,0.00010,0.00042,0.00308,0.01532
1781061972.765362977981567,0.01123,0.00010,0.00027,0.00013,0.00012,0.00307,0.01491
1781061972.798691034317017,0.00944,0.00009,0.00039,0.00012,0.00000,0.00319,0.01323
1781061972.832020044326782,0.01064,0.00010,0.00032,0.00010,0.00000,0.00323,0.01440
1781061972.865345954895020,0.00944,0.00009,0.00026,0.00009,0.00000,0.00318,0.01306
1781061972.898673057556152,0.01020,0.00010,0.00030,0.00010,0.00001,0.00305,0.01377
1781061972.931999921798706,0.00809,0.00009,0.00025,0.00010,0.00012,0.00343,0.01209
1781061972.965326070785522,0.01089,0.00009,0.00037,0.00010,0.00002,0.00342,0.01489
1781061972.998654127120972,0.00850,0.00012,0.00025,0.00010,0.00010,0.00335,0.01243
1781061973.031980991363525,0.00857,0.00009,0.00026,0.00010,0.00012,0.00306,0.01221
1781061973.065308094024658,0.00966,0.00007,0.00029,0.00009,0.00009,0.00312,0.01333
1781061973.098642110824585,0.00840,0.00011,0.00039,0.00010,0.00023,0.00304,0.01228
1781061973.131963014602661,0.01303,0.00008,0.00047,0.00011,0.00023,0.00383,0.01776
1781061973.165290117263794,0.01491,0.00009,0.00037,0.00010,0.00007,0.00336,0.01891
1781061973.198629140853882,0.01444,0.00009,0.00038,0.00010,0.00016,0.00314,0.01831
1781061973.231944084167480,0.01391,0.00010,0.00027,0.00011,0.00002,0.00324,0.01765
1781061973.265269041061401,0.01346,0.00009,0.00023,0.00010,0.00012,0.00341,0.01740
1781061973.298603057861328,0.01332,0.00008,0.00021,0.00009,0.00001,0.00317,0.01689
1781061973.331926107406616,0.01716,0.00008,0.00064,0.00007,0.00003,0.00313,0.02111
1781061973.365251064300537,0.01782,0.00007,0.00034,0.00007,0.00003,0.00298,0.02132
1781061973.398589134216309,0.01455,0.00009,0.00047,0.00004,0.00036,0.00345,0.01898
1781061973.431905984878540,0.01478,0.00009,0.00036,0.00015,0.00004,0.00334,0.01877
1781061973.465232133865356,0.00857,0.00008,0.00036,0.00005,0.00018,0.00285,0.01209
1781061973.498558998107910,0.01242,0.00010,0.00044,0.00006,0.00036,0.00363,0.01701
1781061973.531891107559204,0.01314,0.00009,0.00043,0.00009,0.00168,0.00367,0.01910
1781061973.565217018127441,0.01617,0.00011,0.00065,0.00022,0.00036,0.00306,0.02059
1781061973.598544120788574,0.01355,0.00010,0.00043,0.00031,0.00041,0.00322,0.01801
