# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1781061997.094161033630371,0.01162,0.00016,0.00031,0.00014,0.00000,0.00318,0.01542
1781061997.127486944198608,0.00950,0.00015,0.00019,0.00014,0.00000,0.00427,0.01426
1781061997.160807132720947,0.00914,0.00015,0.00052,0.00013,0.00000,0.00323,0.01317
1781061997.194139003753662,0.01089,0.00016,0.00034,0.00016,0.00069,0.00323,0.01547
1781061997.227462053298950,0.01294,0.00024,0.00070,0.00080,0.00049,0.00322,0.01840
1781061997.260798931121826,0.01027,0.00016,0.00023,0.00023,0.00000,0.00434,0.01524
1781061997.294114112854004,0.00921,0.00017,0.00029,0.00012,0.00077,0.00325,0.01380
1781061997.327451944351196,0.01746,0.00015,0.00046,0.00016,0.00000,0.00315,0.02138
1781061997.360773086547852,0.01315,0.00014,0.00010,0.00018,0.00763,0.00321,0.02441
1781061997.394099950790405,0.01573,0.00019,0.00081,0.00023,0.00104,0.00319,0.02120
1781061997.427423954010010,0.01768,0.00023,0.00102,0.00036,0.00108,0.00295,0.02333
1781061997.460757017135620,0.00991,0.00019,0.00022,0.00074,0.00009,0.00344,0.01459
